Index,Image,Question Type,Prompt,Question Description,Model Name,Color,Chart Title,Image Path,Ground Truth,Prediction,Answer Time
line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,red,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,$37.04 - $60.95,$37.04 - $60.95,1.35
line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,red,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,$37.04 - $60.95,$37.04 - $60.95,4.53
line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,red,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,$37.04 - $60.95,$37.04 - $60.95,2.07
line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,red,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_red.png,$37.04 - $60.95,$37.04 - $60.95,1.2
line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,saddlebrown,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,$37.04 - $60.95,$37.04 - $60.95,1.69
line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,saddlebrown,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,$37.04 - $60.95,$37.04 - $60.95,1.66
line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,saddlebrown,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,$37.04 - $60.95,$37.04 - $60.95,1.17
line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,saddlebrown,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,$37.04 - $60.95,$37.04 - $60.95,1.53
line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,saddlebrown,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_saddlebrown.png,$37.04 - $60.95,$37.04 - $60.95,1.05
line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,tomato,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,$37.04 - $60.95,$37.04 - $60.95,1.03
line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,tomato,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,$37.04 - $60.95,$37.04 - $60.95,1.24
line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,tomato,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,$37.04 - $60.95,$37.04 - $60.95,1.24
line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,tomato,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,$37.04 - $60.95,$37.04 - $60.95,1.07
line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gpt-4o,tomato,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_tomato.png,$37.04 - $60.95,$37.04 - $60.95,1.43
line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,black,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,$37.04 - $60.95,$37.04 - $60.95,4.92
line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,black,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,$37.04 - $60.95,$37.04 - $60.95,3.09
line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,black,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,$37.04 - $60.95,$37.04 - $60.95,3.09
line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,black,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,$37.04 - $60.95,$37.04 - $60.95,4.62
line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,black,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_black.png,$37.04 - $60.95,$37.04 - $60.95,3.19
line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,burlywood,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,$37.04 - $60.95,$37.04 - $60.95,5.85
line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,burlywood,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,$37.04 - $60.95,$37.04 - $60.95,5.03
line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,burlywood,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,$37.04 - $60.95,$37.04 - $60.95,3.7
line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,burlywood,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,$37.04 - $60.95,$37.04 - $60.95,3.6
line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,burlywood,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_burlywood.png,$37.04 - $60.95,$37.04 - $60.95,5.34
line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,chartreuse,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,$37.04 - $60.95,$37.04 - $60.95,3.09
line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,chartreuse,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,$37.04 - $60.95,$37.04 - $60.95,3.6
line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,chartreuse,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,$37.04 - $60.95,$37.04 - $60.95,5.85
line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,chartreuse,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,$37.04 - $60.95,$37.04 - $60.95,4.11
line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,chartreuse,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_chartreuse.png,$37.04 - $60.95,$37.04 - $60.95,4.32
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightgray,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,$37.04 - $60.95,$37.04 - $60.95,4.73
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightgray,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,$37.04 - $60.95,$37.04 - $60.95,3.59
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightgray,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,$37.04 - $60.95,$37.04 - $60.95,3.5
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightgray,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,$37.04 - $60.95,$37.04 - $60.95,4.11
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightgray,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightgray.png,$37.04 - $60.95,$37.04 - $60.95,3.4
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightpink,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,$37.04 - $60.95,$37.04 - $60.95,5.49
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightpink,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,$37.04 - $60.95,$37.04 - $60.95,4.17
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightpink,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,$37.04 - $60.95,$37.04 - $60.95,4.42
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightpink,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,$37.04 - $60.95,$37.04 - $60.95,2.78
line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png_run5,line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,lightpink,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_lightpink.png,$37.04 - $60.95,$37.04 - $60.95,6.06
line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png_run1,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,mediumvioletred,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,$37.04 - $60.95,$37.04 - $60.95,5.34
line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png_run2,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,mediumvioletred,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,$37.04 - $60.95,$37.04 - $60.95,4.94
line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png_run3,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,mediumvioletred,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,$37.04 - $60.95,$37.04 - $60.95,4.83
line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png_run4,line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,Determine_Range,"What was the price range of a barrel of oil in 2015? Options: $35 - $65, $48.36 - $60.95, $37.04 - $48.36, $37.04 - $60.95, Omit. Choose only one option as the answer without explanation.",What was the price range of a barrel of oil in 2015?,gemini-2.5-flash,mediumvioletred,Monthly Oil Price History in 2015,C:\Users\kanam\OneDrive\Desktop\Visualization_Literacy\Visualization_Literacy\Avanith\Test\line_data.csv_line_Monthly_Oil_Price_History_in_2015_mediumvioletred.png,$37.04 - $60.95,$37.04 - $60.95,6.77
